TERRITORIO,COD_MUN,TIME_PERIOD,TIME_PERIOD_CODE,MEDIDAS,MEDIDAS_CODE,OBS_VALUE,NOMBRE,ISLA,valor_referencia
Guía de Isora,38019,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Guía de Isora,Tenerife,63.1
Guía de Isora,38019,2022,2022,Pensiones,PENSIONES,16.8,Guía de Isora,Tenerife,63.1
Guía de Isora,38019,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,Guía de Isora,Tenerife,63.1
Güímar,38020,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.8,Güímar,Tenerife,63.8
Güímar,38020,2022,2022,Otros ingresos,OTROS_INGRESOS,9.0,Güímar,Tenerife,63.8
Güímar,38020,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Güímar,Tenerife,63.8
Güímar,38020,2022,2022,Pensiones,PENSIONES,20.0,Güímar,Tenerife,63.8
Güímar,38020,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Güímar,Tenerife,63.8
Icod de los Vinos,38022,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.1,Icod de los Vinos,Tenerife,56.1
Icod de los Vinos,38022,2022,2022,Otros ingresos,OTROS_INGRESOS,12.1,Icod de los Vinos,Tenerife,56.1
Icod de los Vinos,38022,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.0,Icod de los Vinos,Tenerife,56.1
Icod de los Vinos,38022,2022,2022,Pensiones,PENSIONES,23.3,Icod de los Vinos,Tenerife,56.1
Icod de los Vinos,38022,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,Icod de los Vinos,Tenerife,56.1
San Cristóbal de La Laguna,38023,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.6,San Cristóbal de La Laguna,Tenerife,62.6
San Cristóbal de La Laguna,38023,2022,2022,Otros ingresos,OTROS_INGRESOS,11.1,San Cristóbal de La Laguna,Tenerife,62.6
San Cristóbal de La Laguna,38023,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2,San Cristóbal de La Laguna,Tenerife,62.6
San Cristóbal de La Laguna,38023,2022,2022,Pensiones,PENSIONES,19.8,San Cristóbal de La Laguna,Tenerife,62.6
San Cristóbal de La Laguna,38023,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,San Cristóbal de La Laguna,Tenerife,62.6
La Matanza de Acentejo,38025,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.3,"Matanza de Acentejo, La",Tenerife,64.3
La Matanza de Acentejo,38025,2022,2022,Otros ingresos,OTROS_INGRESOS,11.2,"Matanza de Acentejo, La",Tenerife,64.3
La Matanza de Acentejo,38025,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3,"Matanza de Acentejo, La",Tenerife,64.3
La Matanza de Acentejo,38025,2022,2022,Pensiones,PENSIONES,17.3,"Matanza de Acentejo, La",Tenerife,64.3
La Matanza de Acentejo,38025,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,"Matanza de Acentejo, La",Tenerife,64.3
La Orotava,38026,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.3,"Orotava, La",Tenerife,59.3
La Orotava,38026,2022,2022,Otros ingresos,OTROS_INGRESOS,13.5,"Orotava, La",Tenerife,59.3
La Orotava,38026,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4,"Orotava, La",Tenerife,59.3
La Orotava,38026,2022,2022,Pensiones,PENSIONES,20.0,"Orotava, La",Tenerife,59.3
La Orotava,38026,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,"Orotava, La",Tenerife,59.3
Puerto de la Cruz,38028,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,48.3,Puerto de la Cruz,Tenerife,48.3
Puerto de la Cruz,38028,2022,2022,Otros ingresos,OTROS_INGRESOS,19.3,Puerto de la Cruz,Tenerife,48.3
Puerto de la Cruz,38028,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Puerto de la Cruz,Tenerife,48.3
Puerto de la Cruz,38028,2022,2022,Pensiones,PENSIONES,25.8,Puerto de la Cruz,Tenerife,48.3
Puerto de la Cruz,38028,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Puerto de la Cruz,Tenerife,48.3
Los Realejos,38031,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,60.8,"Realejos, Los",Tenerife,60.8
Los Realejos,38031,2022,2022,Otros ingresos,OTROS_INGRESOS,10.5,"Realejos, Los",Tenerife,60.8
Los Realejos,38031,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.6,"Realejos, Los",Tenerife,60.8
Los Realejos,38031,2022,2022,Pensiones,PENSIONES,20.6,"Realejos, Los",Tenerife,60.8
Los Realejos,38031,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,"Realejos, Los",Tenerife,60.8
El Rosario,38032,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.5,"Rosario, El",Tenerife,64.5
El Rosario,38032,2022,2022,Otros ingresos,OTROS_INGRESOS,15.1,"Rosario, El",Tenerife,64.5
El Rosario,38032,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.0,"Rosario, El",Tenerife,64.5
El Rosario,38032,2022,2022,Pensiones,PENSIONES,15.7,"Rosario, El",Tenerife,64.5
El Rosario,38032,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.7,"Rosario, El",Tenerife,64.5
San Juan de la Rambla,38034,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.8,San Juan de la Rambla,Tenerife,61.8
San Juan de la Rambla,38034,2022,2022,Otros ingresos,OTROS_INGRESOS,10.2,San Juan de la Rambla,Tenerife,61.8
San Juan de la Rambla,38034,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.0,San Juan de la Rambla,Tenerife,61.8
San Juan de la Rambla,38034,2022,2022,Pensiones,PENSIONES,19.6,San Juan de la Rambla,Tenerife,61.8
San Juan de la Rambla,38034,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,San Juan de la Rambla,Tenerife,61.8
San Miguel de Abona,38035,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,65.3,San Miguel de Abona,Tenerife,65.3
San Miguel de Abona,38035,2022,2022,Otros ingresos,OTROS_INGRESOS,15.7,San Miguel de Abona,Tenerife,65.3
San Miguel de Abona,38035,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,San Miguel de Abona,Tenerife,65.3
San Miguel de Abona,38035,2022,2022,Pensiones,PENSIONES,12.8,San Miguel de Abona,Tenerife,65.3
San Miguel de Abona,38035,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,San Miguel de Abona,Tenerife,65.3
Santa Cruz de Tenerife,38038,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.1,Santa Cruz de Tenerife,Tenerife,58.1
Santa Cruz de Tenerife,38038,2022,2022,Otros ingresos,OTROS_INGRESOS,14.4,Santa Cruz de Tenerife,Tenerife,58.1
Santa Cruz de Tenerife,38038,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Santa Cruz de Tenerife,Tenerife,58.1
Santa Cruz de Tenerife,38038,2022,2022,Pensiones,PENSIONES,21.2,Santa Cruz de Tenerife,Tenerife,58.1
Santa Cruz de Tenerife,38038,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0,Santa Cruz de Tenerife,Tenerife,58.1
Santa Úrsula,38039,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,60.2,Santa Úrsula,Tenerife,60.2
Santa Úrsula,38039,2022,2022,Otros ingresos,OTROS_INGRESOS,16.7,Santa Úrsula,Tenerife,60.2
Santa Úrsula,38039,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.5,Santa Úrsula,Tenerife,60.2
Santa Úrsula,38039,2022,2022,Pensiones,PENSIONES,15.8,Santa Úrsula,Tenerife,60.2
Santa Úrsula,38039,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Santa Úrsula,Tenerife,60.2
Santiago del Teide,38040,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.2,Santiago del Teide,Tenerife,59.2
Santiago del Teide,38040,2022,2022,Otros ingresos,OTROS_INGRESOS,18.7,Santiago del Teide,Tenerife,59.2
Santiago del Teide,38040,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Santiago del Teide,Tenerife,59.2
Santiago del Teide,38040,2022,2022,Pensiones,PENSIONES,15.7,Santiago del Teide,Tenerife,59.2
Santiago del Teide,38040,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Santiago del Teide,Tenerife,59.2
El Sauzal,38041,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.0,"Sauzal, El",Tenerife,61.0
El Sauzal,38041,2022,2022,Otros ingresos,OTROS_INGRESOS,13.4,"Sauzal, El",Tenerife,61.0
El Sauzal,38041,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2,"Sauzal, El",Tenerife,61.0
El Sauzal,38041,2022,2022,Pensiones,PENSIONES,19.2,"Sauzal, El",Tenerife,61.0
El Sauzal,38041,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,"Sauzal, El",Tenerife,61.0
Los Silos,38042,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,53.9,"Silos, Los",Tenerife,53.9
Los Silos,38042,2022,2022,Otros ingresos,OTROS_INGRESOS,12.2,"Silos, Los",Tenerife,53.9
Los Silos,38042,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3,"Silos, Los",Tenerife,53.9
Los Silos,38042,2022,2022,Pensiones,PENSIONES,26.3,"Silos, Los",Tenerife,53.9
Los Silos,38042,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,"Silos, Los",Tenerife,53.9
Tacoronte,38043,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.5,Tacoronte,Tenerife,62.5
Tacoronte,38043,2022,2022,Otros ingresos,OTROS_INGRESOS,12.3,Tacoronte,Tenerife,62.5
Tacoronte,38043,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Tacoronte,Tenerife,62.5
Tacoronte,38043,2022,2022,Pensiones,PENSIONES,18.7,Tacoronte,Tenerife,62.5
Tacoronte,38043,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Tacoronte,Tenerife,62.5
El Tanque,38044,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,57.9,"Tanque, El",Tenerife,57.9
El Tanque,38044,2022,2022,Otros ingresos,OTROS_INGRESOS,11.0,"Tanque, El",Tenerife,57.9
El Tanque,38044,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.4,"Tanque, El",Tenerife,57.9
El Tanque,38044,2022,2022,Pensiones,PENSIONES,21.3,"Tanque, El",Tenerife,57.9
El Tanque,38044,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.4,"Tanque, El",Tenerife,57.9
Tegueste,38046,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.8,Tegueste,Tenerife,62.8
Tegueste,38046,2022,2022,Otros ingresos,OTROS_INGRESOS,12.6,Tegueste,Tenerife,62.8
Tegueste,38046,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tegueste,Tenerife,62.8
Tegueste,38046,2022,2022,Pensiones,PENSIONES,19.3,Tegueste,Tenerife,62.8
Tegueste,38046,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9,Tegueste,Tenerife,62.8
La Victoria de Acentejo,38051,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,60.4,"Victoria de Acentejo, La",Tenerife,60.4
La Victoria de Acentejo,38051,2022,2022,Otros ingresos,OTROS_INGRESOS,10.8,"Victoria de Acentejo, La",Tenerife,60.4
La Victoria de Acentejo,38051,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.1,"Victoria de Acentejo, La",Tenerife,60.4
La Victoria de Acentejo,38051,2022,2022,Pensiones,PENSIONES,20.2,"Victoria de Acentejo, La",Tenerife,60.4
La Victoria de Acentejo,38051,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,"Victoria de Acentejo, La",Tenerife,60.4
Vilaflor de Chasna,38052,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.0,Vilaflor de Chasna,Tenerife,56.0
Vilaflor de Chasna,38052,2022,2022,Otros ingresos,OTROS_INGRESOS,14.7,Vilaflor de Chasna,Tenerife,56.0
Vilaflor de Chasna,38052,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Vilaflor de Chasna,Tenerife,56.0
Vilaflor de Chasna,38052,2022,2022,Pensiones,PENSIONES,22.8,Vilaflor de Chasna,Tenerife,56.0
Vilaflor de Chasna,38052,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,Vilaflor de Chasna,Tenerife,56.0
Agulo,38002,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,49.3,Agulo,"Gomera, La ",49.3
Agulo,38002,2022,2022,Otros ingresos,OTROS_INGRESOS,15.4,Agulo,"Gomera, La ",49.3
Agulo,38002,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.0,Agulo,"Gomera, La ",49.3
Agulo,38002,2022,2022,Pensiones,PENSIONES,28.9,Agulo,"Gomera, La ",49.3
Agulo,38002,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Agulo,"Gomera, La ",49.3
Alajeró,38003,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.0,Alajeró,"Gomera, La ",62.0
Alajeró,38003,2022,2022,Otros ingresos,OTROS_INGRESOS,10.8,Alajeró,"Gomera, La ",62.0
Alajeró,38003,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.0,Alajeró,"Gomera, La ",62.0
Alajeró,38003,2022,2022,Pensiones,PENSIONES,21.1,Alajeró,"Gomera, La ",62.0
Alajeró,38003,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1,Alajeró,"Gomera, La ",62.0
Hermigua,38021,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,54.3,Hermigua,"Gomera, La ",54.3
Hermigua,38021,2022,2022,Otros ingresos,OTROS_INGRESOS,13.4,Hermigua,"Gomera, La ",54.3
Hermigua,38021,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,Hermigua,"Gomera, La ",54.3
Hermigua,38021,2022,2022,Pensiones,PENSIONES,25.7,Hermigua,"Gomera, La ",54.3
Hermigua,38021,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Hermigua,"Gomera, La ",54.3
San Sebastián de La Gomera,38036,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,66.2,San Sebastián de la Gomera,"Gomera, La ",66.2
San Sebastián de La Gomera,38036,2022,2022,Otros ingresos,OTROS_INGRESOS,10.6,San Sebastián de la Gomera,"Gomera, La ",66.2
San Sebastián de La Gomera,38036,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.7,San Sebastián de la Gomera,"Gomera, La ",66.2
San Sebastián de La Gomera,38036,2022,2022,Pensiones,PENSIONES,17.4,San Sebastián de la Gomera,"Gomera, La ",66.2
San Sebastián de La Gomera,38036,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1,San Sebastián de la Gomera,"Gomera, La ",66.2
Valle Gran Rey,38049,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,51.6,Valle Gran Rey,"Gomera, La ",51.6
Valle Gran Rey,38049,2022,2022,Otros ingresos,OTROS_INGRESOS,22.1,Valle Gran Rey,"Gomera, La ",51.6
Valle Gran Rey,38049,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Valle Gran Rey,"Gomera, La ",51.6
Valle Gran Rey,38049,2022,2022,Pensiones,PENSIONES,19.9,Valle Gran Rey,"Gomera, La ",51.6
Valle Gran Rey,38049,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Valle Gran Rey,"Gomera, La ",51.6
Vallehermoso,38050,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,51.1,Vallehermoso,"Gomera, La ",51.1
Vallehermoso,38050,2022,2022,Otros ingresos,OTROS_INGRESOS,13.1,Vallehermoso,"Gomera, La ",51.1
Vallehermoso,38050,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Vallehermoso,"Gomera, La ",51.1
Vallehermoso,38050,2022,2022,Pensiones,PENSIONES,28.3,Vallehermoso,"Gomera, La ",51.1
Vallehermoso,38050,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,Vallehermoso,"Gomera, La ",51.1
Barlovento,38007,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,51.4,Barlovento,"Palma, La ",51.4
Barlovento,38007,2022,2022,Otros ingresos,OTROS_INGRESOS,18.8,Barlovento,"Palma, La ",51.4
Barlovento,38007,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,Barlovento,"Palma, La ",51.4
Barlovento,38007,2022,2022,Pensiones,PENSIONES,23.4,Barlovento,"Palma, La ",51.4
Barlovento,38007,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,Barlovento,"Palma, La ",51.4
Breña Alta,38008,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.6,Breña Alta,"Palma, La ",64.6
Breña Alta,38008,2022,2022,Otros ingresos,OTROS_INGRESOS,12.8,Breña Alta,"Palma, La ",64.6
Breña Alta,38008,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Breña Alta,"Palma, La ",64.6
Breña Alta,38008,2022,2022,Pensiones,PENSIONES,17.3,Breña Alta,"Palma, La ",64.6
Breña Alta,38008,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,Breña Alta,"Palma, La ",64.6
Breña Baja,38009,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.1,Breña Baja,"Palma, La ",67.1
Breña Baja,38009,2022,2022,Otros ingresos,OTROS_INGRESOS,12.3,Breña Baja,"Palma, La ",67.1
Breña Baja,38009,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Breña Baja,"Palma, La ",67.1
Breña Baja,38009,2022,2022,Pensiones,PENSIONES,15.5,Breña Baja,"Palma, La ",67.1
Breña Baja,38009,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9,Breña Baja,"Palma, La ",67.1
Fuencaliente de La Palma,38014,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,57.0,Fuencaliente de la Palma,"Palma, La ",57.0
Fuencaliente de La Palma,38014,2022,2022,Otros ingresos,OTROS_INGRESOS,13.1,Fuencaliente de la Palma,"Palma, La ",57.0
Fuencaliente de La Palma,38014,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Fuencaliente de la Palma,"Palma, La ",57.0
Fuencaliente de La Palma,38014,2022,2022,Pensiones,PENSIONES,22.0,Fuencaliente de la Palma,"Palma, La ",57.0
Fuencaliente de La Palma,38014,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Fuencaliente de la Palma,"Palma, La ",57.0
Garafía,38016,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,49.1,Garafía,"Palma, La ",49.1
Garafía,38016,2022,2022,Otros ingresos,OTROS_INGRESOS,13.5,Garafía,"Palma, La ",49.1
Garafía,38016,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.6,Garafía,"Palma, La ",49.1
Garafía,38016,2022,2022,Pensiones,PENSIONES,29.2,Garafía,"Palma, La ",49.1
Garafía,38016,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,Garafía,"Palma, La ",49.1
Los Llanos de Aridane,38024,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,54.7,"Llanos de Aridane, Los","Palma, La ",54.7
Los Llanos de Aridane,38024,2022,2022,Otros ingresos,OTROS_INGRESOS,15.6,"Llanos de Aridane, Los","Palma, La ",54.7
Los Llanos de Aridane,38024,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.4,"Llanos de Aridane, Los","Palma, La ",54.7
Los Llanos de Aridane,38024,2022,2022,Pensiones,PENSIONES,17.5,"Llanos de Aridane, Los","Palma, La ",54.7
Los Llanos de Aridane,38024,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,"Llanos de Aridane, Los","Palma, La ",54.7
El Paso,38027,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,53.7,"Paso, El","Palma, La ",53.7
El Paso,38027,2022,2022,Otros ingresos,OTROS_INGRESOS,17.3,"Paso, El","Palma, La ",53.7
El Paso,38027,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.0,"Paso, El","Palma, La ",53.7
El Paso,38027,2022,2022,Pensiones,PENSIONES,18.9,"Paso, El","Palma, La ",53.7
El Paso,38027,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,"Paso, El","Palma, La ",53.7
Puntagorda,38029,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,55.7,Puntagorda,"Palma, La ",55.7
Puntagorda,38029,2022,2022,Otros ingresos,OTROS_INGRESOS,16.9,Puntagorda,"Palma, La ",55.7
Puntagorda,38029,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,Puntagorda,"Palma, La ",55.7
Puntagorda,38029,2022,2022,Pensiones,PENSIONES,19.7,Puntagorda,"Palma, La ",55.7
Puntagorda,38029,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,Puntagorda,"Palma, La ",55.7
Puntallana,38030,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.9,Puntallana,"Palma, La ",58.9
Puntallana,38030,2022,2022,Otros ingresos,OTROS_INGRESOS,14.3,Puntallana,"Palma, La ",58.9
Puntallana,38030,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.5,Puntallana,"Palma, La ",58.9
Puntallana,38030,2022,2022,Pensiones,PENSIONES,20.9,Puntallana,"Palma, La ",58.9
Puntallana,38030,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Puntallana,"Palma, La ",58.9
San Andrés y Sauces,38033,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,52.8,San Andrés y Sauces,"Palma, La ",52.8
San Andrés y Sauces,38033,2022,2022,Otros ingresos,OTROS_INGRESOS,18.3,San Andrés y Sauces,"Palma, La ",52.8
San Andrés y Sauces,38033,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,San Andrés y Sauces,"Palma, La ",52.8
San Andrés y Sauces,38033,2022,2022,Pensiones,PENSIONES,23.0,San Andrés y Sauces,"Palma, La ",52.8
San Andrés y Sauces,38033,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1,San Andrés y Sauces,"Palma, La ",52.8
Santa Cruz de La Palma,38037,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.8,Santa Cruz de la Palma,"Palma, La ",58.8
Santa Cruz de La Palma,38037,2022,2022,Otros ingresos,OTROS_INGRESOS,12.1,Santa Cruz de la Palma,"Palma, La ",58.8
Santa Cruz de La Palma,38037,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Santa Cruz de la Palma,"Palma, La ",58.8
Santa Cruz de La Palma,38037,2022,2022,Pensiones,PENSIONES,23.4,Santa Cruz de la Palma,"Palma, La ",58.8
Santa Cruz de La Palma,38037,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1,Santa Cruz de la Palma,"Palma, La ",58.8
Tazacorte,38045,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,52.6,Tazacorte,"Palma, La ",52.6
Tazacorte,38045,2022,2022,Otros ingresos,OTROS_INGRESOS,13.1,Tazacorte,"Palma, La ",52.6
Tazacorte,38045,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.3,Tazacorte,"Palma, La ",52.6
Tazacorte,38045,2022,2022,Pensiones,PENSIONES,21.1,Tazacorte,"Palma, La ",52.6
Tazacorte,38045,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.9,Tazacorte,"Palma, La ",52.6
Tijarafe,38047,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,48.1,Tijarafe,"Palma, La ",48.1
Tijarafe,38047,2022,2022,Otros ingresos,OTROS_INGRESOS,23.6,Tijarafe,"Palma, La ",48.1
Tijarafe,38047,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Tijarafe,"Palma, La ",48.1
Tijarafe,38047,2022,2022,Pensiones,PENSIONES,20.8,Tijarafe,"Palma, La ",48.1
Tijarafe,38047,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Tijarafe,"Palma, La ",48.1
Villa de Mazo,38053,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.3,Villa de Mazo,"Palma, La ",62.3
Villa de Mazo,38053,2022,2022,Otros ingresos,OTROS_INGRESOS,12.6,Villa de Mazo,"Palma, La ",62.3
Villa de Mazo,38053,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.3,Villa de Mazo,"Palma, La ",62.3
Villa de Mazo,38053,2022,2022,Pensiones,PENSIONES,19.3,Villa de Mazo,"Palma, La ",62.3
Villa de Mazo,38053,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Villa de Mazo,"Palma, La ",62.3
Frontera,38013,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.8,Frontera,"Hierro, El ",58.8
Frontera,38013,2022,2022,Otros ingresos,OTROS_INGRESOS,14.5,Frontera,"Hierro, El ",58.8
Frontera,38013,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Frontera,"Hierro, El ",58.8
Frontera,38013,2022,2022,Pensiones,PENSIONES,19.2,Frontera,"Hierro, El ",58.8
Frontera,38013,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,Frontera,"Hierro, El ",58.8
Valverde,38048,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.6,Valverde,"Hierro, El ",61.6
Valverde,38048,2022,2022,Otros ingresos,OTROS_INGRESOS,11.0,Valverde,"Hierro, El ",61.6
Valverde,38048,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Valverde,"Hierro, El ",61.6
Valverde,38048,2022,2022,Pensiones,PENSIONES,21.4,Valverde,"Hierro, El ",61.6
Valverde,38048,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Valverde,"Hierro, El ",61.6
El Pinar de El Hierro,38901,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,60.0,"Pinar de El Hierro, El","Hierro, El ",60.0
El Pinar de El Hierro,38901,2022,2022,Otros ingresos,OTROS_INGRESOS,12.8,"Pinar de El Hierro, El","Hierro, El ",60.0
El Pinar de El Hierro,38901,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.8,"Pinar de El Hierro, El","Hierro, El ",60.0
El Pinar de El Hierro,38901,2022,2022,Pensiones,PENSIONES,20.7,"Pinar de El Hierro, El","Hierro, El ",60.0
